headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
Remembering Tiananmen,,Editorial,"Tiananmen Square (Beijing), China",294,"Twenty years after the massacre of pro-democracy activists, China has yet to embrace the rule of law and protect human rights and civil liberties.",The New York Times,"Freedom and Human Rights, Editorials",http://www.nytimes.com/2009/06/06/opinion/06sat3.html,Opinion,6/6/2009,Editorial,54529a7238f0d81b603ecc55
Self-Exiled and Still Satisfied,,Styles,Canada,1327,"About 25,000 draft-age men left the United States for Canada during the Vietnam War, and half have remained having to endure the legacy of the war.",The New York Times,Draft and Recruitment (Military),http://www.nytimes.com/2009/06/07/fashion/07genb.html,Fashion & Style,6/7/2009,News,5452922838f0d81b603ecb95
"Moscow Crime Reporter, Facing His Obituary Daily",,Foreign,Russia,1289,"Sergei Kanev, a bold journalist, says that only by facing the truth can Russians retake their country.",The New York Times,"News and News Media, Freedom of the Press, Freedom and Human Rights",http://www.nytimes.com/2009/06/07/world/europe/07russia.html,World,6/7/2009,News,54529f9638f0d81b603eccd5
U.S. Protests N. Koreaäó»s Treatment of Journalists,,Foreign,North Korea,1034,North Koreaäó»s sentencing of two American journalists to 12 years of labor further complicates Washingtonäó»s standoff with Pyongyang.,The New York Times,"News and News Media, Decisions and Verdicts, United States International Relations",http://www.nytimes.com/2009/06/09/world/asia/09north.html,World,6/9/2009,News,53f580e038f0d87ef470e62b
"Paid Notice: Deaths  BELL, MARION V",,Classified,,89,"BELL--Marion V. June 18, 1929 - May 4, 2009, a native of Pittsburgh, graduated from The Madeira School and Barnard College. She was librarian at the San Francisco Chronicle before returning to NYC to work at Scribners and later at The Corner Book...",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9F06E6DB173AF933A25755C0A96F9C8B63,Paid Death Notices,6/10/2009,Paid Death Notice,4fd26e8e8eb7c8105d8288e3
On Assignment: Hard Lessons in Somalia,"Michael Kamber shares seven lessons that can improve any photographer's odds of surviving a challenging, or even dangerous, assignment.",,,1484,"Michael Kamber shares seven lessons that can improve any photographer's odds of surviving a challenging, or even dangerous, assignment.",The New York Times,,http://lens.blogs.nytimes.com/2009/06/15/assignment/,Multimedia,6/15/2009,Blog,4fd396428eb7c8105d8cd642
"As Confrontation Deepens, Iran's Path Is Unclear",,Foreign,Iran,1454,"As another day of defiance, concessions and ominous threats transfixed Tehran, the situation had all the hallmarks of a standoff.",The New York Times,"Demonstrations and Riots, Elections",http://www.nytimes.com/2009/06/19/world/middleeast/19iran.html,World,6/19/2009,News,545306f338f0d81b603ed685
Iranäó»s Top Leader Dashes Hopes for a Compromise,,Foreign,Iran,1025,"Iranäó»s supreme leader, Ayatollah Ali Khamenei, raised the prospect of violence if the vast, defiant protests of opposition supporters continued.",The New York Times,"Elections, Demonstrations and Riots",http://www.nytimes.com/2009/06/20/world/middleeast/20iran.html,World,6/20/2009,News,5453142538f0d81b603ed7a3
Somalia: Sentenced to Amputation,,Foreign,Somalia,86,The Shabab insurgents sentenced four teenagers on Monday to each have a hand and a leg amputated as punishment for robbery.,The New York Times,"Civil War and Guerrilla Warfare, Amputation, Freedom and Human Rights",http://www.nytimes.com/2009/06/23/world/africa/23briefs-Somaliabrf.html,World,6/23/2009,Brief,5453310138f0d81b603eda26
"Paid Notice: Deaths  PERLINE, BRIGITTE (METZGER)",,Classified,,100,"PERLINE--Brigitte (Metzger), died peacefully on June 20, 2009 after a remarkable and principled life at the age of 77. Beloved wife of Irving for 57 years; cherished mother of Amy, Carol and son-in-law Jesse; doting Baba to Caroline, Julia and...",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9E03EEDE143AF930A15755C0A96F9C8B63,Paid Death Notices,6/23/2009,Paid Death Notice,4fd28aed8eb7c8105d85df0f
"Paid Notice: Deaths  Perline, Brigitte ",,Classified,,100,"PERLINE--Brigitte (Metzger), died peacefully on June 20, 2009 after a remarkable and principled life at the age of 77. Beloved wife of Irving for 57 years; cherished mother of Amy, Carol and son-in-law Jesse; doting Baba to Caroline, Julia and...",The New York Times,,http://www.legacy.com/Link.asp?I=LS000128804045,Paid Death Notices,6/23/2009,Paid Death Notice,521460f338f0d8740ac998f1
Istanbul's Gay Pride Week Roundup,Highlights from Istanbul's Gay Pride Week.,,,283,Highlights from Istanbul's Gay Pride Week.,The New York Times,,http://intransit.blogs.nytimes.com/2009/06/23/istanbuls-gay-pride-week-roundup/,Travel,6/23/2009,Blog,4fd3962a8eb7c8105d8cd2e0
Chinese Dissident Charged With Subversion,,Foreign,China,658,"Liu Xiaobo, one of the countryäó»s best-known dissidents, was charged with trying to overthrow the Socialist system.",The New York Times,"Political Prisoners, Freedom and Human Rights",http://www.nytimes.com/2009/06/25/world/asia/25liu.html,World,6/25/2009,News,54533f7e38f0d81b603edb6a
Film Series and Movie Listings,,Weekend,,1862,MOVIES.,The New York Times,Movies,http://www.nytimes.com/2009/06/26/movies/26movies.html,Movies,6/26/2009,Schedule,545343a438f0d81b603edbd2
"Eyes on Europe, Albanians Prepare to Vote",,Foreign,Albania,959,"Albanians, feeling increasingly isolated, will vote in parliamentary elections that many hope could help integrate the country with the West.",The New York Times,Elections,http://www.nytimes.com/2009/06/27/world/europe/27albania.html,World,6/27/2009,News,5453608438f0d81b603ede61
Iran Seeks to Close Door on Further Protests,,Foreign,Iran,749,"As security forces filled the streets, the government made a series of moves to close the book on weeks of protest.",The New York Times,Freedom and Human Rights,http://www.nytimes.com/2009/07/01/world/middleeast/01iran.html,World,7/1/2009,News,545378eb38f0d81b603ee095
Belarus Leader Pardons American Lawyer at Center of Dispute,,Foreign,"Belarus, United States",494,President Aleksandr G. Lukashenko on Tuesday pardoned Emanuel E. Zeltser in a push to fully restore relations between the two countries.,The New York Times,"United States International Relations, Prisons and Prisoners, Political Prisoners",http://www.nytimes.com/2009/07/01/world/europe/01belarus.html,World,7/1/2009,News,54537a5638f0d81b603ee0b3
Compromise Is Sought to Honduras Standoff,,Foreign,Honduras,1066,"A flurry of negotiations began on Wednesday to lay the groundwork for a possible return of the nationäó»s ousted president, Manuel Zelaya.",The New York Times,"u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/07/02/world/americas/02honduras.html,World,7/2/2009,News,54537eaf38f0d81b603ee10c
July 2: Latest Updates on Iran's Post-Election Turmoil,"To supplement reporting by New York Times journalists inside Iran on Thursday, The Lede will continue to track the aftermath of Iran's disputed presidential election.",,,1236,"To supplement reporting by New York Times journalists inside Iran on Thursday, The Lede will continue to track the aftermath of Iran's disputed presidential election.",The New York Times,,http://thelede.blogs.nytimes.com/2009/07/02/july-2-latest-updates-on-irans-post-election-turmoil/,,7/2/2009,Blog,4fd396158eb7c8105d8cce84
Shell Disputes Amnesty Report on Nigeria,A new report from Amnesty International blaming oil companies for wide-spread environmental abuse in the Niger Delta draws sharp criticism from Royal Dutch Shell.,,,534,A new report from Amnesty International blaming oil companies for wide-spread environmental abuse in the Niger Delta draws sharp criticism from Royal Dutch Shell.,The New York Times,,http://green.blogs.nytimes.com/2009/07/02/shell-disputes-amnesty-report-on-nigeria/,Science,7/2/2009,Blog,4fd396078eb7c8105d8cc882
Amnesty International Accuses Israel and Hamas of War Crimes in Gaza,,Foreign,"Israel, Gaza Strip",593,Amnesty International accused both Israel and the militant Hamas movement that controls Gaza of war crimes during the three weeks of fighting earlier this year.,The New York Times,"War Crimes, Genocide and Crimes Against Humanity",http://www.nytimes.com/2009/07/03/world/middleeast/03amnesty.html,World,7/3/2009,News,54538c3f38f0d81b603ee23b
Report Accuses Israel and Hamas of War Crimes in Gaza,,Foreign Desk,,510,"Amnesty International on Thursday accused both Israel and Hamas, the militant movement that controls Gaza, of committing war crimes during the three weeks of fighting there early this year.      The human rights group singled out what it called the...",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9404E7DC153AF930A35754C0A96F9C8B63,World,7/3/2009,News,4fd26fb88eb7c8105d82a849
Clashes in China Shed Light on Ethnic Divide,,Foreign,China,1097,Uighur protesters have given voice to broader concerns at the heart of the deadliest ethnic violence to strike China in decades.,The New York Times,"Demonstrations and Riots, Uighurs (Chinese Ethnic Group)",http://www.nytimes.com/2009/07/08/world/asia/08china.html,World,7/8/2009,News,5453b49738f0d839202e903b
Now Xinjiang,,Editorial,"China, Xinjiang (China)",344,Beijingäó»s rulers will never achieve the stability they covet until they work toward political solutions that give minority groups more autonomy over their lives.,The New York Times,"Uighurs (Chinese Ethnic Group), Demonstrations and Riots, Editorials",http://www.nytimes.com/2009/07/08/opinion/08wed2.html,Opinion,7/8/2009,Editorial,5453bc6538f0d839202e9102
Showcase: The Walls Speak,"The dreadful strife of existence on Liberia, Tim Hetherington has found, can be measured by the vivid and sometimes violent graffiti left behind.",,,470,"The dreadful strife of existence on Liberia, Tim Hetherington has found, can be measured by the vivid and sometimes violent graffiti left behind.",The New York Times,,http://lens.blogs.nytimes.com/2009/07/08/showcase-16/,Multimedia,7/8/2009,Blog,4fd396428eb7c8105d8cd646
A Bias Against Israel,,Letters,"Israel, Gaza Strip",224,To the Editor:.,The New York Times,"Defense and Military Forces, Civilian Casualties",http://www.nytimes.com/2009/07/09/opinion/l09gaza.html,Opinion,7/9/2009,Letter,5453c22738f0d839202e9197
Clinton Seeks äóÖAmnestyäó» for 2 Held by North Korea,,Foreign,North Korea,612,The move by Secretary of State Hillary Rodham Clinton on Friday suggests the Obama administration is admitting the womenäó»s culpability in a bid to secure their freedom.,The New York Times,"News and News Media, International Relations, Prisons and Prisoners",http://www.nytimes.com/2009/07/11/world/asia/11diplo.html,World,7/11/2009,News,5453d92638f0d839202e93bb
Inside the Times,,Metropolitan Desk,,646,International     CLINTON SEEKS 'AMNESTY' FOR 2 HELD BY NORTH KOREA,The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9505EEDF143EF932A25754C0A96F9C8B63,New York and Region,7/11/2009,Summary,4fd29be28eb7c8105d87c248
Amnestyäó»s Mideast Report,,Letters,"Israel, Gaza Strip",190,To the Editor:.,The New York Times,Civilian Casualties,http://www.nytimes.com/2009/07/13/opinion/lweb13amnesty.html,Opinion,7/13/2009,Letter,5453da5f38f0d839202e93cf
Some Terms Reached in Honduras Dispute,,Foreign,Honduras,452,"The negotiator between both sides said that there had been several compromises, but the two sides were still far apart on the reinstatement of the ousted president.",The New York Times,"Politics and Government, u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/07/17/world/americas/17honduras.html,World,7/17/2009,News,5454143238f0d839202e993c
Inside the Times,,Metropolitan Desk,,607,"INTERNATIONAL     IN TEHRAN, A SYMBOL",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9902E7DB163EF934A25754C0A96F9C8B63,New York and Region,7/17/2009,Summary,4fd2b5898eb7c8105d8a8b73
July 17: Updates on Post-Election Protests in Iran,"A Friday prayer event in Tehran led by Ali Akbar Hashemi Rafsanjani, a senior cleric and former president of Iran who supports the opposition, set off new clashes between protesters and Iran's security forces. The Lede is following reports of the protests online.",,,7868,"A Friday prayer event in Tehran led by Ali Akbar Hashemi Rafsanjani, a senior cleric and former president of Iran who supports the opposition, set off new clashes between protesters and Iran's security forces. The Lede is following reports of the...",The New York Times,,http://thelede.blogs.nytimes.com/2009/07/17/latest-updates-on-post-election-protests-in-iran/,,7/17/2009,Blog,4fd396098eb7c8105d8cc9cf
Mauritanians See Chance to Break Cycle of Coups,,Foreign,"Mauritania, Africa",1090,"After the ouster of the countryäó»s first elected president, a movement against military takeovers has mushroomed, pinning its hopes on Saturdayäó»s election.",The New York Times,"Elections, Politics and Government, u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/07/18/world/africa/18mauritania.html,World,7/18/2009,News,5454204a38f0d839202e9a4d
Afghan Warlord Denies Links to äó»01 Killings,,Foreign,Afghanistan,772,"Responding to an article in The New York Times, the Afghan warlord said it was äóìunimaginableäó that forces allied with him were responsible for the mass deaths in November 2001.",The New York Times,Afghanistan War (2001- ),http://www.nytimes.com/2009/07/18/world/asia/18dostum.html,World,7/18/2009,News,545420ac38f0d839202e9a58
"Government Hit Squads, Minus the Hits",,WeekInReview,,1041,Killing a specific terrorist in a faraway country turns out to be considerably more complicated than the cinematic fantasy would suggest.,The New York Times,"Assassinations and Attempted Assassinations, United States Defense and Military Forces, Terrorism, Extraordinary Rendition",http://www.nytimes.com/2009/07/19/weekinreview/19shane.html,Week in Review,7/19/2009,News,5453f1f038f0d839202e9613
Compromise Rejected in Honduran Coup,,Foreign,Honduras,603,Under the proposal the presidential election would be moved up one month and the ousted president would be barred from trying to change the Constitution to allow him to run for a second term.,The New York Times,"u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/07/22/world/americas/22honduras.html,World,7/22/2009,News,54543e2e38f0d839202e9cfa
Rights Group Accuses Saudi Arabia of äóÖGrossäó» Abuses,,Foreign,Saudi Arabia,519,The human rights group Amnesty International accused Saudi Arabia of using its campaign against terrorism as a facade for äóìa sustained assault on human rights.äó,The New York Times,"Freedom and Human Rights, Terrorism",http://www.nytimes.com/2009/07/23/world/middleeast/23amnesty.html,World,7/23/2009,News,54543f6c38f0d839202e9d1a
Honduras Talks Postponed,,Foreign,Honduras,651,The delay came after the de facto government rejected a proposal by its own negotiating team that would have allowed the ousted president to return to power.,The New York Times,Politics and Government,http://www.nytimes.com/2009/07/23/world/americas/23honduras.html,World,7/23/2009,News,5454408138f0d839202e9d32
Saudi Arabia: Assault On Rights Alleged,,Foreign Desk,,134,The human rights group Amnesty International accused Saudi Arabia on Wednesday of using its campaign against terrorism as a facade for ''a sustained assault on human rights'' and said the rest of the world had failed to hold Saudi authorities to...,The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9905E4D71731F930A15754C0A96F9C8B63,World,7/23/2009,News,4fd28af18eb7c8105d85e32b
Trial of Myanmar Rights Leader Nears End,,Foreign,Myanmar,551,The pro-democracy leader Daw Aung San Suu Kyi faces a possible five-year prison term for violating the terms of her house arrest.,The New York Times,"Freedom and Human Rights, Prisons and Prisoners",http://www.nytimes.com/2009/07/28/world/asia/28myanmar.html,World,7/28/2009,News,54546b4038f0d839202ea0db
China Pledges Fewer Death Sentences,,Foreign,China,628,A Chinese official said that the death penalty should be reserved for a small number of serious crimes.,The New York Times,Capital Punishment,http://www.nytimes.com/2009/07/30/world/asia/30china.html,World,7/30/2009,News,54547dda38f0d839202ea26c
"Beirut, the Provincetown of the Middle East",,Travel,Beirut (Lebanon),3969,"The city has re-emerged as the party capital of the Arab world, particularly for gay and lesbian vacationers in search of a social life denied to them at home.",The New York Times,"Travel and Vacations, Homosexuality",http://www.nytimes.com/2009/08/02/travel/02gaybeirut.html,Travel,8/2/2009,News,54545b2938f0d839202e9f7e
Should Prescription Drug Ads Be Reined In?,The harm and the service that direct-to-consumer advertising has on Americans.,,,2867,The harm and the service that direct-to-consumer advertising has on Americans.,The New York Times,,http://roomfordebate.blogs.nytimes.com/2009/08/04/should-prescription-drug-ads-be-reined-in/,Opinion,8/4/2009,Blog,4fd3975b8eb7c8105d8cff3d
Conservatives Warn Ahmadinejad Not to Defy Ayatollah on Cabinet Picks,,Foreign,Iran,543,"In an open letter, a coalition of Iranian conservative parties admonishes the president not to äóìbecome too confident with the peopleäó»s vote.äó",The New York Times,,http://www.nytimes.com/2009/08/08/world/middleeast/08iran.html,World,8/8/2009,News,5454d90838f0d839202eaa0c
"Year After Georgian War, Rage Has Only Hardened",,Foreign,"Georgia (Georgian Republic), South Ossetia (Georgian Republic), Russia, Gori (Georgian Republic)",969,The question of who is to blame for the war between Georgia and Russia is still being fought out in public life.,The New York Times,,http://www.nytimes.com/2009/08/08/world/europe/08georgia.html,World,8/8/2009,News,5454d62438f0d839202ea9ca
Karzai in His Labyrinth,,Magazine,Afghanistan,9698,"The Afghan president is isolated and distrusted, and even if he is re-elected this month, thatäó»s not likely to change.",The New York Times,"United States International Relations, Politics and Government, Elections, Afghanistan War (2001- ), United States Defense and Military Forces",http://www.nytimes.com/2009/08/09/magazine/09Karzai-t.html,Magazine,8/9/2009,News,5454a82c38f0d839202ea5fb
"Unpaid Work, but They Pay for Privilege",,Business,,971,Many argue that internship services give students with parents willing and able to buy their children better job prospects an unfair advantage.,The New York Times,"Internships, Colleges and Universities, Subprime Mortgage Crisis, Hiring and Promotion",http://www.nytimes.com/2009/08/09/business/09intern.html,Business Day,8/9/2009,News,5454dd2e38f0d839202eaa5f
Nigerian Amnesty Plan Faces Difficulties,,Foreign,Nigeria,956,Experts predict that a new arms-for-amnesty peace program was unlikely to have much impact on the militantsäó» sabotage campaign against the oil industry.,The New York Times,"Civil War and Guerrilla Warfare, Amnesties, Commutations and Pardons",http://www.nytimes.com/2009/08/11/world/africa/11nigeria.html,World,8/11/2009,News,5454ec5138f0d839202eabab
Myanmar Sentence Draws Criticism,,Foreign,"Europe, Myanmar",895,Secretary of State Hillary Rodham Clinton joined a chorus of predominantly Western voices condemning the sentencing of Myanmaräó»s pro-democracy leader on Tuesday.,The New York Times,"Freedom and Human Rights, Decisions and Verdicts, International Relations",http://www.nytimes.com/2009/08/12/world/asia/12reax.html,World,8/12/2009,News,5454ee1838f0d839202eabd1
Two Sides of Nigeria Addressed by Clinton,,Foreign,Nigeria,613,Secretary of State Hillary Rodham Clinton took a noticeably softer tone with this crucial oil supplier.,The New York Times,United States International Relations,http://www.nytimes.com/2009/08/13/world/africa/13diplo.html,World,8/13/2009,News,5454f81f38f0d839202eacb3
Honduras: Military Is Accused of Abuses,,Foreign,Honduras,82,Amnesty International accuses the Honduran military and police of using beatings and mass arrests to punish protesters for opposing the ouster of President Manuel Zelaya.,The New York Times,"u""Coups DEtat and Attempted Coups DEtat"", Demonstrations and Riots",http://www.nytimes.com/2009/08/19/world/americas/19briefs-Honduras2.html,World,8/19/2009,Brief,5455356838f0d84a08fb1c9a
Report Shows Tight C.I.A. Control on Interrogations,,Foreign,,1224,"The strong impression that emerges from newly public documents on the agencyäó»s interrogation program is of overwhelming control from Washington, not gung-ho operatives running wild.",The New York Times,"Detainees, Interrogations, Torture",http://www.nytimes.com/2009/08/26/us/26prison.html,U.S.,8/26/2009,News,5455743238f0d84a08fb21fe
Video Sparks Calls for Sri Lankan War-Crimes Inquiry,Amateur video released by a group of exiled Sri Lankan journalists may document the execution of Tamil prisoners by government soldiers in January during an offensive against separatist rebels in northern Sri Lanka.,,,1454,Amateur video released by a group of exiled Sri Lankan journalists may document the execution of Tamil prisoners by government soldiers in January during an offensive against separatist rebels in northern Sri Lanka.,The New York Times,,http://thelede.blogs.nytimes.com/2009/08/26/video-may-show-war-crimes-in-sri-lanka/,,8/26/2009,Blog,4fd3970b8eb7c8105d8cf3cc
China Announces a System for Voluntary Organ Donors,,Foreign,China,575,"China inaugurated its first voluntary organ-donor program, hoping to overhaul a system that now gets most of its organs from the black-market and executed convicts.",The New York Times,"Transplants, Prisons and Prisoners, Medicine and Health",http://www.nytimes.com/2009/08/27/world/asia/27china.html,World,8/27/2009,News,5455776f38f0d84a08fb224a
New Plan to End Honduran Standoff Resembles Failed Ones of Past,,Foreign,Honduras,435,"Robert Micheletti, Hondurasäó»s acting leader, said he would resign only if Manuel Zelaya agreed to resign as well, leaving the presidency to the next in line. An identical offer last month went nowhere.",The New York Times,"Politics and Government, u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/08/28/world/americas/28honduras.html,World,8/28/2009,News,54558a5738f0d84a08fb23e1
"Would-Be Killer Linked to Al Qaeda, Saudis Say",,Foreign,Saudi Arabia,670,"A suicide bomber tried to assassinate the head of Saudi Arabiaäó»s antiterrorism efforts, the official news agency reported from the Saudi capital, Riyadh.",The New York Times,Terrorism,http://www.nytimes.com/2009/08/29/world/middleeast/29saudi.html,World,8/29/2009,News,54558bbc38f0d84a08fb23fd
"In Bank Killings, Highs and Lows of Iraq Justice",,Foreign,Iraq,1257,A bank robbery has resonated for what it says about Iraqäó»s corruption and the uneven application of law.,The New York Times,"Robberies and Thefts, Banks and Banking, Politics and Government",http://www.nytimes.com/2009/09/03/world/middleeast/03iraq.html,World,9/3/2009,News,5455b90638f0d84a08fb2804
Ousted Honduran Leader Seeks Tougher U.S. Stance Against Coup,,Foreign,Honduras,998,Manuel Zelaya asked the Obama administration to cut off monetary assistance to the de facto government and freeze the visas and assets of those involved in plotting his overthrow.,The New York Times,"u""Coups DEtat and Attempted Coups DEtat"", United States International Relations",http://www.nytimes.com/2009/09/03/world/americas/03honduras.html,World,9/3/2009,News,5455bbc538f0d84a08fb283c
Southern Thailandäó»s Turmoil Grows,,Foreign,Thailand,1134,"The government has sent more troops to three southern provinces, where ethnic Malay Muslims want autonomy from the Buddhist majority.",The New York Times,"Civil War and Guerrilla Warfare, Defense and Military Forces, Politics and Government, Islam",http://www.nytimes.com/2009/09/05/world/asia/05thailand.html,World,9/5/2009,News,5455ce1f38f0d84a08fb29c4
Suicide Victim May Have Hidden Millions Abroad,,Business,,1242,"Finn M. W. Caspersen, a prominent philanthropist, was suspected of secreting millions of dollars at LGT, a private bank controlled by Liechtensteinäó»s royal family.",The New York Times,"Tax Evasion, Tax Shelters, Suicides and Suicide Attempts",http://www.nytimes.com/2009/09/16/business/16suicide.html,Business Day,9/16/2009,News,5456331738f0d84a08fb3266
Suicide Victim May Have Hidden Millions Abroad,"Finn M. W. Caspersen, the prominent philanthropist and the heir to the Beneficial Corporation fortune who took his own life, was suspected of dodging many millions in federal taxes.",,,1247,"Finn M. W. Caspersen, the prominent philanthropist and the heir to the Beneficial Corporation fortune who took his own life, was suspected of dodging many millions in federal taxes.",The New York Times,,http://dealbook.nytimes.com/2009/09/16/suicide-victim-may-have-hidden-millions-abroad/,Business Day,9/16/2009,Blog,4fd397858eb7c8105d8d0739
Botched Execution Described as 'Torture',,None,,730,"On Tuesday, the execution of a man convicted of raping and murdering a 14-year-old girl 25 years ago was halted after prison officials in Lucasville, Ohio were unable to find a usable vein to administer a lethal injection.",The New York Times,,http://thelede.blogs.nytimes.com/2009/09/16/blogs/16thelede-botched-30711.html,Blogs,9/16/2009,Web Log,54563cd938f0d84a08fb333c
Botched Execution Described as 'Torture',"On Tuesday, the execution of a man convicted of raping and murdering a 14-year-old girl 25 years ago was halted after prison officials in Lucasville, Ohio were unable to find a usable vein to administer a lethal injection.",,,713,"On Tuesday, the execution of a man convicted of raping and murdering a 14-year-old girl 25 years ago was halted after prison officials in Lucasville, Ohio were unable to find a usable vein to administer a lethal injection.",The New York Times,,http://thelede.blogs.nytimes.com/2009/09/16/botched-execution-described-as-torture/,,9/16/2009,Blog,4fd3975b8eb7c8105d8cff39
Goldstone's Gaza,"Reaction to the United Nations report on Gaza, and speculation on its fallout.",,,2435,"Reaction to the United Nations report on Gaza, and speculation on its fallout.",The New York Times,,http://opinionator.blogs.nytimes.com/2009/09/17/goldstones-gaza/,Opinion,9/17/2009,Blog,4fd397868eb7c8105d8d085f
Ousted Leader Returns to Honduras,,Foreign,Honduras,832,"Former President Manuel Zelaya sneaked back into his country, giving a challenge to the de facto government.",The New York Times,"u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/09/22/world/americas/22honduras.html,World,9/22/2009,News,5456677938f0d86ef22a039e
A U.S. Envoy Makes a Case for the U.N.,,Foreign,,1186,Diplomats have praised Ambassador Susan E. Rice more for a change in tone than for giving the United Nations a major role in American foreign policy.,The New York Times,"United States International Relations, United States Defense and Military Forces, Foreign Service, United States Politics and Government",http://www.nytimes.com/2009/09/22/world/22rice.html,World,9/22/2009,News,54566a5b38f0d86ef22a03e1
Hondurasäó»s Two Presidents Keep Their Distance,,Foreign,Honduras,688,The two men who claim to be the president of Honduras passed another day without meeting as residents of the capital city used a break in a curfew to store up supplies.,The New York Times,"u""Coups DEtat and Attempted Coups DEtat""",http://www.nytimes.com/2009/09/24/world/americas/24honduras.html,World,9/24/2009,News,545678a338f0d86ef22a0515
Leonard Cohenäó»s Legacy for His Concert in Israel,,Culture,"Israel, Tel Aviv (Israel)",605,Leonard Cohenäó»s path to his sold-out concert in Tel Aviv Thursday night has been strewn with obstacles.,The New York Times,Rock Music,http://www.nytimes.com/2009/09/24/arts/music/24cohen.html,Arts,9/24/2009,News,54567ac538f0d86ef22a0542
Businessmen in Honduras Offer Plan to End Crisis,,Foreign,Honduras,637,"Industry leaders, despite support for this summeräó»s coup, suggest that the deposed president return as leader and also be put on trial.",The New York Times,"u""Coups DEtat and Attempted Coups DEtat"", Politics and Government",http://www.nytimes.com/2009/10/01/world/americas/01honduras.html,World,10/1/2009,News,5456c1ed38f0d86ef22a0b4a
Intrepid Shoe Executive Casts Lot With Albania,,Business,Albania,1265,"Donika Mici, who started a shoe company in Albania after the fall of Communism, says the country is heading the right direction to become a modern European nation.",The New York Times,International Trade and World Market,http://www.nytimes.com/2009/10/09/business/global/09albania.html,Business Day,10/9/2009,News,5457146238f0d86ef22a1297
Past Nobel Peace Prize Laureates,,ContinuousNews,,898,"Following is a list of all winners of the Nobel Peace Prize, beginning in 1901, according to the Nobel Foundation.",The New York Times,Nobel Prizes,http://www.nytimes.com/2009/10/09/world/09nobel-list.html,World,10/9/2009,List,5457177338f0d86ef22a12cf
Wrong Advice,,Editorial,Honduras,410,"If Roberto Micheletti and his backers expect the next Honduran government to be legitimate, it must restore Manuel Zelaya to the presidency now.",The New York Times,"Editorials, u""Coups DEtat and Attempted Coups DEtat"", Politics and Government",http://www.nytimes.com/2009/10/10/opinion/10sat2.html,Opinion,10/10/2009,Editorial,5457206438f0d86ef22a1395
Tehran Plans to Execute 3 Protesters of Election,,Foreign,Iran,577,"Death sentences for three prisoners, whom the Iranian authorities link to terrorist groups, have been attacked by international human rights groups.",The New York Times,"Freedom and Human Rights, Capital Punishment, Demonstrations and Riots",http://www.nytimes.com/2009/10/11/world/middleeast/11iran.html,World,10/11/2009,News,545725c638f0d86ef22a1406
Iraq Sends 41 of 50 Deported Refugees Back to Britain,,Foreign,"Iraq, Great Britain",524,"The refugees sent back were mostly Kurds, officials confirmed, and the nine allowed to get off in Baghdad agreed to do so voluntarily.",The New York Times,"Refugees, Immigration and Emigration, Kurds",http://www.nytimes.com/2009/10/18/world/middleeast/18iraq.html,World,10/18/2009,News,5457665938f0d86ef22a19c0
"Nancy Spero, Artist of Feminism, Is Dead at 83",,Culture,,1013,"Ms. Spero was an American artist and feminist whose tough, exquisite figurative art addressed the realities of political violence.",The New York Times,"Art, Feminist Movement, Deaths (Obituaries)",http://www.nytimes.com/2009/10/20/arts/design/20spero.html,Arts,10/20/2009,Obituary,5457755538f0d86ef22a1aff
"Nancy Spero, Artist and a Feminist, Is Dead at 83","Nancy Spero, American artist and feminist, dies at age 83; photo (M)",Obituary,,1004,"Nancy Spero, an American artist and feminist whose tough, exquisite figurative art addressed the realities of political violence, died on Sunday in Manhattan. She was 83 and lived in Manhattan.      The cause was respiratory complications of  an...",The New York Times,"BIOGRAPHICAL INFORMATION, DEATHS (OBITUARIES)",http://query.nytimes.com/gst/fullpage.html?res=9A04E5D71731F932A15753C1A96F9C8B63,Obituaries,10/21/2009,Obituary; Biography,4fd28f008eb7c8105d866326
"Paid Notice: Deaths  BOWMAN, PEARL",,Classified,,204,"BOWMAN--Pearl, passed away on Friday, September 18th after a valiant battle with numerous health issues. She is survived by her daughter, Jane, son, Daniel, daughter-in-law, Ingeborg, and grandchildren, Thomas and Sarah. She was preceded in death by...",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9E03E2D71F3AF936A15753C1A96F9C8B63,Paid Death Notices,10/25/2009,Paid Death Notice,4fd276aa8eb7c8105d837519
